unit_name,building,sub_community,community,emirate,bedrooms,bathrooms,size_sqft,price_aed,price_period,agent,agency,dld_permit,listed_date,url
Marina And Sea View| Furnished| Low Price,Marina View Tower A,Marina View,Dubai Marina,Dubai,2,2,953,123000,yearly,Sarah Louise Reynolds,fam Properties - Branch 23,7119396900,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-67427802.html
Fully Furnished | Ready to Move | Spacious,Marina View Tower A,Marina View,Dubai Marina,Dubai,1,2,759,100000,yearly,Hina Ashraf,Banke International Properties,7119397100,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-67839909.html
Fully Furnished | Near to Metro | High Floor,Marina View Tower A,Marina View,Dubai Marina,Dubai,1,2,761,100000,yearly,Bagram Dovletov,Driven Properties,7119397200,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-67442065.html
FURNISHED |STUDIO WITH BALCONY | MARINA VIEW TOWER,Marina View Tower A,Marina View,Dubai Marina,Dubai,studio,1,402,69499,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7119397300,2026-03-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-2Pwuus5B4Vs.html
Exclusive | Vacant | 2 Bedroom | Marina View,Marina View Tower A,Marina View,Dubai Marina,Dubai,2,2,953,100000,yearly,Amir Bahman Mohammad Ali,99 Real Estate Broker LLC,7119398100,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-67446215.html
MODERN PENTHOUSE | PRIME MARINA LOCATION | VACANT,Marina View Tower A,Marina View,Dubai Marina,Dubai,4,6,6055,650000,yearly,Pasha Kabiri,99 Real Estate Broker LLC,7119410900,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/penthouse-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-65570142.html
Lowest Price | Marina View | Fully Furnished,Marina View Tower A,Marina View,Dubai Marina,Dubai,2,2,961,112000,yearly,Sarah Louise Reynolds,fam Properties - Branch 23,7119442000,2026-03-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-2Q86gG7SQpk.html
Marina View | Furnished | High Floor,Marina View Tower A,Marina View,Dubai Marina,Dubai,1,2,759,85000,yearly,Muhammad Bilal,Creative Homes Real Estate Broker LLC,7119757000,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-67847144.html
Beautifully Furnished  Ready Studio  Beach Access,Marina View Tower A,Marina View,Dubai Marina,Dubai,studio,1,402,64999,yearly,Hera Mae Magdalene Cabadunga Sanoy,Distinct Real Estate,7119757100,2026-03-07,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-2Py2IDGhdvE.html
MARINA VIEW | VACCANT | FULLY FURNISHED,Marina View Tower A,Marina View,Dubai Marina,Dubai,1,2,748,95000,yearly,ZARKA Khan,Royal Place Real Estate,7119815900,2026-03-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-2PpvV7hueTA.html
Fully Furnished | Prime Location | Vacant in May,Marina View Tower A,Marina View,Dubai Marina,Dubai,studio,1,410,65000,yearly,Andrew Stephen Bush,Exclusive Links Real Estate Brokers - Marina Branch,7119816400,2026-03-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-2PtKiDt7Y3c.html
Exclusive | Furnished | Renovated | Balcony,Marina View Tower A,Marina View,Dubai Marina,Dubai,studio,1,418,70000,yearly,Amir Bahman Mohammad Ali,99 Real Estate Broker LLC,7119822300,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-67444607.html
Studio | Unfurnished | Partial Marina View,Marina View Tower A,Marina View,Dubai Marina,Dubai,studio,1,418,70000,yearly,Khurram Jamil,Everest Homes Real Estate,7119823800,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-65158488.html
Exclusive | Vacant | Unfurnished | Well Maintained,Marina View Tower A,Marina View,Dubai Marina,Dubai,1,2,761,80000,yearly,Soraya Shirani,99 Real Estate Broker LLC,7119824300,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-67444720.html
Marina View | Fully Furnished | High Floor,Marina View Tower A,Marina View,Dubai Marina,Dubai,2,2,962,120000,yearly,Shrenaben Pritesh kumar Patel,AKSHAR REAL ESTATE L.L.C,7119840000,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-65151466.html
Fully Furnished | Full Marina Lake Views | Prime,Marina View Tower B,Marina View,Dubai Marina,Dubai,1,1,643,100000,yearly,Shrenaben Pritesh kumar Patel,AKSHAR REAL ESTATE L.L.C,7119888900,2026-03-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-b-2Q8RjB0NVOC.html
Waterfront Living | Marina  Views | Inquire Today!,Marina View Tower B,Marina View,Dubai Marina,Dubai,3,4,1961,200000,yearly,Garnydeth Labadan,Prime Estates Properties,7119929000,2026-03-03,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-b-2Pri4AND8jo.html
Full Water View | Fully Furnished 1BR | Vacant Now,Marina View Tower B,Marina View,Dubai Marina,Dubai,1,2,750,115000,yearly,Marie Leadbeatter,Linda's Real Estate,7119930300,2026-02-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-b-16336996.html
Luxury Duplex | Full Marina View | Near to Beach,The Jewel Tower A,The Jewels,Dubai Marina,Dubai,3,4,4470,378999,yearly,Faisal Mughal,CASABELLA LUXURY REAL ESTATE LLC,7119939200,2026-02-10,https://www.propertyfinder.ae/en/plp/rent/duplex-for-rent-dubai-dubai-marina-the-jewels-the-jewel-tower-a-16287471.html
3 BR Plus Maids Penthouse | Ready to Move In,The Jewel Tower A,The Jewels,Dubai Marina,Dubai,3,4,4529,380000,yearly,Saeid Nazemi,TRPE Real Estate,7119945600,2026-02-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-jewels-the-jewel-tower-a-2Pl6fQ60Y0O.html
APARTMENT FOR RENT IN MARINA VIEW TOWER A  MARINA,Marina View Tower B,Marina View,Dubai Marina,Dubai,1,1,612,95000,yearly,Joseph Tarabay,F A M Real Estate Broker - Warriors,7119948400,2026-01-28,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-b-16184222.html
Fully Upgraded | Full Marina Views | Vacant,Marina View Tower B,Marina View,Dubai Marina,Dubai,1,2,612,110000,yearly,Lowri Scrivens,betterhomes - Dubai Marina,7119957500,2026-03-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-b-2PxDNV5NXlY.html
Double Balcony | Ain and Marina View | Vacant,The Jewel Tower A,The Jewels,Dubai Marina,Dubai,2,2,1937,180000,yearly,Amir Kermani,Propertyana Real Estate LLC,7119962400,2026-02-28,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-jewels-the-jewel-tower-a-2PmteXhIIsa.html
Vacant | Fully Furnished | Prime Marina Location,Marina View Tower B,Marina View,Dubai Marina,Dubai,2,2,1027,135000,yearly,Amir Bahman Mohammad Ali,99 Real Estate Broker LLC,7119978700,2026-03-03,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-b-2Prk18Hlw5A.html
Marina Views | Close to Mall and Metro | Low Rise,Marina View Tower B,Marina View,Dubai Marina,Dubai,2,2,1027,129900,yearly,Marie Leadbeatter,Linda's Real Estate,7119978800,2026-01-22,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-b-16130369.html
Furnished 1BR | Available May 2026,The Jewel Tower B,The Jewels,Dubai Marina,Dubai,1,2,1022,105000,yearly,DamselFaith Marabe,Country Home Real Estate Broker LLC,7119983800,2026-03-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-jewels-the-jewel-tower-b-2Q56pslD1lI.html
High ROI | Best Price | Fully Furnished,The Jewel Tower B,The Jewels,Dubai Marina,Dubai,1,2,987,90000,yearly,Ali Hail,THRIVESTATE SQUARE REAL ESTATE,7119984000,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-jewels-the-jewel-tower-b-65170666.html
Vacant | Modern apartment | JBR View,The Jewel Tower B,The Jewels,Dubai Marina,Dubai,1,2,1067,102888,yearly,Oksana Mykhailiuk,fam Properties - Branch 6,7119984400,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-jewels-the-jewel-tower-b-2Q3Fa6kfU4u.html
Spacious 1BR | Upgraded | Partial Marina View,The Jewel Tower B,The Jewels,Dubai Marina,Dubai,1,2,1073,105000,yearly,Jagriti Jha,Al Huraiz Real Estate,7120000700,2026-02-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-jewels-the-jewel-tower-b-16338352.html
MARINA VIEW | UNFURNISHED 3 BEDROOM PLUS MAID ROOM,The Jewel Tower B,The Jewels,Dubai Marina,Dubai,3,5,3375,369999,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7120003000,2026-02-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-jewels-the-jewel-tower-b-2PgE6Qeuf1U.html
Exclusive | Full Marina View | Upgraded,The Jewel Tower B,The Jewels,Dubai Marina,Dubai,3,5,3375,370000,yearly,Muhammad Bilal,Creative Homes Real Estate Broker LLC,7120003300,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-jewels-the-jewel-tower-b-67822173.html
MARINA VIEW | UNFURNISHED 3 BEDROOM PLUS MAID ROOM,The Jewel Tower B,The Jewels,Dubai Marina,Dubai,3,4,3375,259900,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7120003900,2026-02-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-jewels-the-jewel-tower-b-16241462.html
12 Payments Option | Full Marina View | Upgraded,The Jewel Tower B,The Jewels,Dubai Marina,Dubai,3,5,3375,280000,yearly,Samih Rayan,Pangea Properties,7120077000,2026-03-20,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-jewels-the-jewel-tower-b-66333027.html
Marina view | Furnished | Vacant,Cayan Tower,,Dubai Marina,Dubai,studio,1,419,90000,yearly,Amber Louise Courtney,betterhomes - Dubai Marina,71222415683,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-cayan-tower-64413920.html
Large Layout | Upgraded | Vacant Now,Cascades Tower,,Dubai Marina,Dubai,2,2,1220,150000,yearly,Syed Saqib,Royal Place Real Estate,7122254000,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-cascades-tower-2Q3JXeo32LQ.html
2BHK | Well maintained | Ready to move-in,Cascades Tower,,Dubai Marina,Dubai,2,2,1220,125000,yearly,Abdul Waiz  Syed Afzal Shah,Harmony Spaces Real Estate,7122256000,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-cascades-tower-64414808.html
Chiller Free | Near Metro | Well Maintained,Cascades Tower,,Dubai Marina,Dubai,1,2,891,80000,yearly,Muhammad Bilal,Creative Homes Real Estate Broker LLC,7122257100,2026-03-05,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-cascades-tower-2PuzOlqJyFc.html
Spacious Apartment | Chiller Free | Close to Metro,Cascades Tower,,Dubai Marina,Dubai,1,2,880,80000,yearly,Abdul Waiz  Syed Afzal Shah,Harmony Spaces Real Estate,7122265200,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-cascades-tower-64409503.html
Spacious 02 BR | High Floor | Open Layout,Cascades Tower,,Dubai Marina,Dubai,2,2,1220,130000,yearly,Naushad Jaldin,ESTATERS REAL ESTATE L.L.C S.O.C,7122285500,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-cascades-tower-65151679.html
Best offer | SZR & Marina View | Next to Metro,Cascades Tower,,Dubai Marina,Dubai,2,2,1728,120000,yearly,Muhammad Shahkar,LAKESHORE PROPERTIES L.L.C,7122285800,2026-02-20,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-cascades-tower-2PZatWZOLAG.html
SPACIOUS | FURNISHED | 1 BEDROOM | WAVES TOWER A,The Waves Tower A,The Waves,Dubai Marina,Dubai,1,2,917,103999,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7122324900,2026-02-05,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-waves-the-waves-tower-a-16251761.html
Furnished | Marina Views | Flexible Terms,Panoramic Tower,,Dubai Marina,Dubai,2,2,1032,190000,yearly,Tiago Oliveira,Edwards and Towers Real Estate Brokers,7122378900,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-panoramic-tower-2Q6eHKzZYOm.html
Prime Location | Vacant | Flexible Cheques,Panoramic Tower,,Dubai Marina,Dubai,1,2,595,100000,yearly,Besa Ljutviji,E N D Properties,7122380600,2026-02-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-panoramic-tower-16314243.html
Well Maintained | Fully Furnished | Vacant,Panoramic Tower,,Dubai Marina,Dubai,2,3,1112,190000,yearly,Karina Saakova,Driven Properties,7122471100,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-panoramic-tower-2Q1dl6fhfdo.html
Fully Furnished | Ready To Move In,Panoramic Tower,,Dubai Marina,Dubai,1,2,595,120000,yearly,Tiago Oliveira,Edwards and Towers Real Estate Brokers,7122471800,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-panoramic-tower-67822637.html
Full Marina Views | Vacant | Big Layout,Panoramic Tower,,Dubai Marina,Dubai,2,2,1135,124900,yearly,Rashed Choudhury,Elite Property Brokerage,7122472000,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-panoramic-tower-65171304.html
Stunning Full Marina View | Luxury Upgraded 1BR,Panoramic Tower,,Dubai Marina,Dubai,1,2,734,120000,yearly,Volha Uhlikava,CASABELLA LUXURY REAL ESTATE LLC,7122472300,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-panoramic-tower-67437568.html
Marina View | Upgraded 2Bed | Unfurnished,Panoramic Tower,,Dubai Marina,Dubai,2,2,1185,124999,yearly,Michael Nickells,White & Co Real Estate,7122474000,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-panoramic-tower-2Q3OkHotIC8.html
Furnished | Marina view | Vacant end of Feb,The Waves Tower B,The Waves,Dubai Marina,Dubai,1,2,1189,122000,yearly,Mathieu Serge Fabien Diette,betterhomes - Dubai Marina,7122728100,2026-01-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-waves-the-waves-tower-b-16163316.html
Best Layout | Upgraded | 3 Bed | Sea View,DEC Tower 2,DEC Towers,Dubai Marina,Dubai,2,4,1490,179999,yearly,Michael Nickells,White & Co Real Estate,7122742700,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-2-67448497.html
SPACIOUS | 2 BR APARTMENT | FURNISHED,DEC Tower 2,DEC Towers,Dubai Marina,Dubai,2,3,1490,140000,yearly,ZARKA Khan,Royal Place Real Estate,7122744700,2026-03-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-2-2Pwl8aCo8qP.html
Exclusive | Fully Furnished | Vacant Now,DEC Tower 2,DEC Towers,Dubai Marina,Dubai,1,1,823,100000,yearly,Oliver Banks,betterhomes - Dubai Marina,7122758400,2026-02-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-2-2PkwZfLUWxs.html
Furnished | Upgraded | Converted to 3,DEC Tower 2,DEC Towers,Dubai Marina,Dubai,2,3,1490,119000,yearly,Upma Kumar,Bluechip Real Estate,7122758600,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-2-2Q6hTGYHebI.html
refurbished | fully furnished | sea views,DEC Tower 1,DEC Towers,Dubai Marina,Dubai,1,1,823,110000,yearly,Teelah Parbirom,Allsopp & Allsopp - Residential Lettings,7122781200,2026-02-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-1-16319315.html
2 BEDROOM | VACCANT | UNFURNISHED,DEC Tower 1,DEC Towers,Dubai Marina,Dubai,2,3,1490,140000,yearly,ZARKA Khan,Royal Place Real Estate,7122804700,2026-03-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-1-2PwlC5DzsYa.html
APARTMENT FOR RENT IN DEC TOWER 1  DEC TOWERS,DEC Tower 1,DEC Towers,Dubai Marina,Dubai,1,2,824,115000,yearly,Joseph Tarabay,F A M Real Estate Broker - Warriors,7122870700,2026-02-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-1-16213637.html
Spacious  | Marina View | Upgraded,DEC Tower 1,DEC Towers,Dubai Marina,Dubai,1,2,823,79000,yearly,Upma Kumar,Bluechip Real Estate,7122872200,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-1-65558428.html
Prime Location | High Floor | Marina View,DEC Tower 1,DEC Towers,Dubai Marina,Dubai,1,2,823,115000,yearly,Ibrahima Bah,Direct Properties,7122873000,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-1-67841739.html
Fully Upgraded | Full Marina View |Fully furnished,DEC Tower 1,DEC Towers,Dubai Marina,Dubai,2,3,1490,155000,yearly,Amber Louise Courtney,betterhomes - Dubai Marina,7122876800,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-1-65553966.html
12 CHEQUES | Closed Kitchen | Near JBR Beach,DEC Tower 1,DEC Towers,Dubai Marina,Dubai,studio,1,520,78000,yearly,Evgeny Moiseenok,STONETREE VACATION HOMES RENTAL L.L.C,7122879700,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-1-67454708.html
SPACIOUS 2 BR | MARINA LIVING | READY TO MOVE IN,DEC Tower 1,DEC Towers,Dubai Marina,Dubai,2,2,1490,140000,yearly,Abdul Waiz  Syed Afzal Shah,Harmony Spaces Real Estate,7122886800,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-1-2Q6e3K3APxo.html
GARDEN VIEW | FURNISHED 2 BEDROOM | ATTESSA TOWER,Attessa Tower,Marina Promenade,Dubai Marina,Dubai,2,3,1554,177999,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7122893600,2026-01-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-promenade-attessa-tower-16152601.html
Furnished Studio with Balcony | Close Kitchen,DEC Tower 1,DEC Towers,Dubai Marina,Dubai,studio,1,518,75000,yearly,Tameyalesh Hailu Abeba,Homes 4 Life Real Estate LLC,7122899800,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-dec-towers-dec-tower-1-67848084.html
2BR + Maid | Full Marina View | Fully Furnished,Opal Tower Marina,,Dubai Marina,Dubai,2,3,1546,140000,yearly,Fatemeh Heydari,Aurantius Real Estate,7122943300,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-opal-tower-marina-67841489.html
Partial Canal and Marina View|Vacant From April 20,Murjan 1,Murjan,Jumeirah Beach Residence,Dubai,1,1,1105,100000,yearly,Anna Uralova,WHITEWILL REAL ESTATE BROKERS L.L.C,7122965800,2026-03-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-murjan-murjan-1-2PtXAiAtaOu.html
Spacious Apartment | Premium Amenities | JBR Living,Murjan 4,Murjan,Jumeirah Beach Residence,Dubai,4,4,3105,285000,yearly,Muhammad ZK Alizai,SKYFIELD PREMIUM PROPERTIES L.L.C,7122966000,2026-02-03,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-murjan-murjan-4-16230846.html
High Floor I Fully Upgraded I Dubai Marina View,Murjan 1,Murjan,Jumeirah Beach Residence,Dubai,3,4,1922,245000,yearly,Maximilian Hoffmann,ENGEL & VÖLKERS Dubai - L1,7122966400,2026-02-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-murjan-murjan-1-2PjQ3210wAS.html
Available Now | Unfurnished | Marina View,Attessa Tower,Marina Promenade,Dubai Marina,Dubai,1,2,1031,130000,yearly,Rohan Bhimjiani,Espace Real Estate,7122970500,2026-03-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-promenade-attessa-tower-2Q51bNDB52O.html
