evidence date,data points,all developments,community/building,sub community / building,sub community / building.1,beds,annualised rental price (aed),contract rental price (aed),unit size (sq ft),plot size (sq ft),rent (aed/sq ft),unit type,floor level,unit no.,rent recurrence,view,developer name,source,comments,villa type,maid,study,balcony,select data points,price (aed),price (aed/sq ft),sales recurrence,frequency,chiller fee included,furnished,utilities
20 Apr 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster K,MBL Royal Residences,,1,115000.0,115000.0,825.0,,139.0,Apartment,4,401,Renewal,-,MAG Group,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,,,1,42400.0,42400.0,677.0,,63.0,Apartment,-,503,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Mirdif,-,,,-,60000.0,60000.0,,,,Villa,G+1,,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 13,Binghatti Phoenix,,1,78000.0,78000.0,800.0,,98.0,Apartment,2,224,New Contract,-,Binghatti,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Badaa,-,,,1,58080.0,58080.0,495.0,,117.0,Apartment,-,102,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Suq Al Kabeer,-,,,2,75000.0,75000.0,3333.0,,23.0,Apartment,-,308,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Port Saeed,,,-,53000.0,53000.0,539.0,,98.0,Office,-,407,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Sports City,Elite Sports Residence,Elite Sports Residence 4,,Studio,40000.0,40000.0,436.0,,92.0,Apartment,11,1117,New Contract,-,Triplanet International,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City,Persia Cluster,Block N,Building N-14,Studio,30000.0,30000.0,474.0,,63.0,Apartment,1,116,New Contract,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Tilal Al Ghaf,Elan,Elan 1,,3,165000.0,165000.0,2142.0,1511.0,77.0,Townhouse,G+1,A109,New Contract,-,Majid Al Futtaim (MAF),-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Investments Park,Ewan Residences,Ewan Residences 84,,2,101270.0,101270.0,1044.0,,97.0,Apartment,1,103,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,DAMAC Hills 2,Viridis Residences,Viridis Residences A,,Studio,42000.0,42000.0,423.0,,99.0,Hotel Apartment,8,811A,New Contract,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Raffa,,,2,69000.0,69000.0,936.0,,74.0,Apartment,-,316,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Barsha Heights,Boutique 7 Hotel and Suites,,,Studio,64500.0,64500.0,448.0,,144.0,Apartment,1,107,New Contract,-,Aber Group,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,Avari Residence Al Barsha,,1,61100.0,61100.0,861.0,,71.0,Apartment,3,309,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Marina,Damac Heights,,,2,170000.0,170000.0,1707.0,,100.0,Apartment,54,5403,New Contract,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Business Bay,Al Batha Tower,,,2,95000.0,95000.0,1320.0,,72.0,Apartment,15,1503,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Hor Al Anz,Hor Al Anz East,,2,87000.0,87000.0,,,,Apartment,-,311,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Silicon Oasis,-,,,-,289879.0,313705.0,3881.0,,75.0,Warehouse,1,B-03,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Business Bay,Majestic Tower,,,1,87000.0,87000.0,883.0,,99.0,Apartment,12,1202,New Contract,-,Al Tayer Real Estate,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 13,Pantheon Boulevard,,1,64000.0,64000.0,870.0,,74.0,Apartment,1,109,New Contract,-,Pantheon Properties Limited,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City Phase 2,R01 Building,,,1,50000.0,50000.0,708.0,,71.0,Apartment,3,301,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,The Gardens,The Gardens Buildings,The Gardens Building 48,,1,63849.0,63849.0,818.0,,78.0,Apartment | 59111531,G,1,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,,,1,55000.0,55000.0,,,,Apartment,-,405,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Business Bay,Safeer Tower 1,,,Studio,55000.0,55000.0,457.0,,120.0,Apartment,7,710,New Contract,-,Al Seeb Developers,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Sobha Hartland,The Crest,The Crest Tower A,,2,148000.0,148000.0,1292.0,,115.0,Apartment,2,A0207,New Contract,-,Sobha Group,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Media City,Dubai Jewel Tower,,,3,165375.0,108740.0,2510.0,,66.0,Apartment | 3820772,18,1804,Renewal,-,Sharaf Group,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,,,1,48000.0,48000.0,677.0,,71.0,Apartment,5,503,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Beach Residence,Sadaf,Sadaf 1,,2,167077.0,195000.0,1400.0,,120.0,Apartment,12,1209,New Contract,-,Dubai Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Downtown Dubai,Opera District,Forte,Forte 2,2,135000.0,135000.0,1248.0,,108.0,Apartment,32,3206,New Contract,-,Emaar,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Twar 5,Sajaya 1,,,1,110000.0,110000.0,880.0,,125.0,Apartment,3,B05-306,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Mudon,Arabella,Arabella 3,,3,122296.0,122296.0,1538.0,1725.0,80.0,Townhouse | 6772796,G+1,MU.M12.12,Renewal,-,Dubai Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Blue 3 Building,,1,51000.0,51000.0,646.0,,79.0,Apartment,7,701,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Khail Heights,Al Khail Heights 9A-9B,,,Studio,41002.0,41002.0,681.0,,60.0,Apartment | 3594683,2,237,Renewal,-,Texture Holdings,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai South,Dubai South Residential District,The Pulse,The Pulse Beachfront | The Pulse Beachfront 3,4,200000.0,200000.0,3295.0,3686.0,61.0,Townhouse,G+1,C-001,New Contract,-,Dubai South,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Karama,,,1,52900.0,52900.0,990.0,,53.0,Apartment,-,211,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Port Saeed,,,-,55000.0,55000.0,950.0,,58.0,Office,-,302,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Discovery Gardens,Mediterranean Cluster,Building 49,,Studio,44500.0,44500.0,486.0,,92.0,Apartment,1,115,New Contract,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Nad Al Sheba,Nad Al Sheba 3,,,-,65000.0,65000.0,344.0,,189.0,Retail,-,SH 15 - B,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,,,2,63500.0,63500.0,1614.0,,39.0,Apartment,1,102,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Investments Park,Dunes Village,Dunes 10,,Studio,38000.0,38000.0,475.0,,80.0,Apartment | 5970786,2,207,Renewal,-,Manazel Real Estate Company,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,DAMAC Hills 2,Aquilegia,,,3,90000.0,90000.0,2065.0,1208.0,44.0,Townhouse,G+1,XT765B,New Contract,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,,,3,66000.0,66000.0,1377.0,,48.0,Apartment | 4210761,-,FLAT 502,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Souq Al Kabeer,Amwaj Building,,Studio,36000.0,36000.0,218.0,,165.0,Apartment | 3127238,1,137,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Raffa,,,Studio,41000.0,41000.0,,,,Apartment,-,F-209,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais First,-,,,Studio,37000.0,37000.0,2906.0,,13.0,Apartment,2,236,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,,,1,45000.0,45000.0,721.0,,62.0,Apartment,-,906,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Discovery Gardens,Zen Cluster,Building 26,,1,60000.0,60000.0,1001.0,,60.0,Apartment,1,113,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 11,Fortunato,,2,120000.0,120000.0,2461.0,,49.0,Apartment,-,G35,New Contract,-,Al Tajir Real Estate,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,,,2,75000.0,75000.0,11840.0,,6.0,Apartment,2,207,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City Phase 2,Ginco Residence,,,Studio,34000.0,34000.0,422.0,,81.0,Apartment,3,311,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Wasl1,1 Residences,1 Residences West Tower,,2,155000.0,155000.0,1283.0,,121.0,Apartment | 3246445,37,3709,Renewal,-,Wasl,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 2,,,2,43990.0,43990.0,,,,Apartment,-,F-305,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Trade Center 1,Al Moosa Tower 1,,,-,37758.0,37758.0,248.0,,152.0,Office,-,105,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Baraha,,,Studio,35000.0,35000.0,375.0,,93.0,Apartment,-,302,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Dhagaya,,,-,33000.0,33000.0,167.0,,198.0,Office,-,303,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais Second,-,,,2,40000.0,40000.0,1008.0,,40.0,Apartment,-,103,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,,,2,75000.0,75000.0,1270.0,,59.0,Apartment,-,Flat No.902,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Investments Park,Dubai Investments Park 1,Arenco Building,Block 4,-,102101.0,102101.0,1121.0,,91.0,Office | 5981208,3,315,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Mirdif,Ghoroob,Building A20,,2,73000.0,73000.0,1263.0,,58.0,Apartment,2,214,New Contract,-,Dubai Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,,,2,56000.0,56000.0,1001.0,,56.0,Apartment,-,309,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Motor City,Uptown Motor City,Widcombe House,Widcombe House 1,Studio,45000.0,45000.0,659.0,,68.0,Apartment,2,205,Renewal,-,Union Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,,,2,65000.0,65000.0,1452.0,,45.0,Apartment,-,702,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,,,Studio,40000.0,40000.0,400.0,,100.0,Apartment,-,302,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Triangle,JVT District 7,Maya-I,,2,71152.0,77000.0,1141.0,,63.0,Apartment,13,1303,New Contract,-,London Gate,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,DAMAC Hills 2,Aster,,,3,84000.0,84000.0,1879.0,1882.0,45.0,Villa | 91414295,G+1,D023B,Renewal,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Furjan,Al Furjan East,Rose Residence 2,,3,153000.0,153000.0,3781.0,,40.0,Apartment | 5911823,1,108,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Badaa,-,,,2,60000.0,60000.0,108.0,,556.0,Apartment | 3330198,-,107,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Mirdif,-,,,-,210000.0,210000.0,,2989.0,,Villa,G+1,0,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,City Walk,Central Park at City Walk,Celadon,Celadon 3,1,99727.0,100000.0,747.0,,134.0,Apartment,3,303,New Contract,-,Meraas,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Rigga,Al Futtaim Tower,,2,100000.0,100000.0,1800.0,,56.0,Apartment,10,1004,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais,Sheikh Rashid Colony,Sheikh Colony Block 8,,1,26460.0,26460.0,400.0,,66.0,Apartment,3,34,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Production City,Gulf National Residence,,,1,47628.0,47628.0,611.0,,78.0,Apartment | 6850766,1,103,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Furjan,Al Furjan East,Azizi Yasamine,,1,72000.0,72000.0,1012.0,,71.0,Apartment | 5913007,9,910,Renewal,-,Azizi,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,District One | MBR City,Lagoon Views,,,3,310000.0,310000.0,2409.0,,129.0,Apartment,16,1602,New Contract,-,Meydan Group,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Business Bay,Hamilton Residency,,,1,100000.0,100000.0,869.0,,115.0,Apartment | 3460663,4,401,Renewal,-,Deyaar,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Triangle,JVT District 8,JVT District 8K,,2,200000.0,200000.0,2691.0,7078.0,74.0,Villa | 6848040,G+1,JVT08K2VS014,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City Phase 2,Al Basha 8,,,Studio,28980.0,28980.0,353.0,,82.0,Apartment,3,318,Renewal,-,Al Basha Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Badaa,-,,,-,156975.0,156975.0,,3000.0,,Villa Complex,-,0,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Arjan,Dania,Dania - Block A,,1,60000.0,60000.0,715.0,,84.0,Apartment | 6731146,6,A-604,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Business Bay,Peninsula,Peninsula Five,,1,125000.0,125000.0,711.0,,176.0,Apartment,-,2305,New Contract,-,Select Group,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,DAMAC Hills,Rockwood,,,3,190000.0,190000.0,2249.0,2723.0,84.0,Townhouse | 6766095,G+1,2D191B,Renewal,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 13,Plaza Residences,Plaza Residences Block A,Studio,36660.0,36660.0,458.0,,80.0,Apartment | 6817018,1,D120,Renewal,-,Sky Overseas Real Estate Development LLC,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Discovery Gardens,Mesoamerican Cluster,Building 218,,1,48602.0,48602.0,872.0,,56.0,Apartment,3,302,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Meydan,Grand Views,,,4,320000.0,320000.0,3646.0,2347.0,88.0,Villa | 6187484,G+1,T48,Renewal,-,G&Co,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Arjan,Lincoln Park,Lincoln Park Residences B,,Studio,40000.0,40000.0,414.0,,97.0,Apartment,3,323,Renewal,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City Phase 2,Lavender,,,Studio,40000.0,40000.0,376.0,,106.0,Apartment,7,F725,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Mudon,Arabella,Arabella 2,,3,190000.0,190000.0,2006.0,2061.0,95.0,Townhouse,G+1,MU.J.01.51,Renewal,-,Dubai Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,DAMAC Hills 2,Amargo,,,3,85000.0,85000.0,1671.0,1208.0,51.0,Townhouse,G+1,XN21314B,New Contract,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Al Nahda Residence,,2,57000.0,57000.0,1100.0,,52.0,Apartment | 2410197,-,509,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Silicon Oasis,Binghatti Platinum,,,1,60063.0,65000.0,902.0,,67.0,Apartment,8,805,New Contract,-,Binghatti,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Town Square,Zahra Townhouses,,,4,244000.0,244000.0,2316.0,2776.0,105.0,Townhouse | 9220227,G+1,TS ZHR TH-V-284,Renewal,-,Nshama,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City,CBD,Trafalgar Central,,Studio,29000.0,29000.0,390.0,,74.0,Apartment | 6211994,3,315,Renewal,-,Fakhruddin Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Quoz,Al Quoz 3,Al Quoz Third 145 Building,,1,58000.0,58000.0,764.0,,76.0,Apartment,2,F207,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Mankhool,,,3,110250.0,110250.0,2060.0,,54.0,Apartment,-,110,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Discovery Gardens,Contemporary Cluster,Building 119,,2,76403.0,76403.0,1421.0,,54.0,Apartment | 59110069,3,307,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,Al Shafar Building 2,,1,54632.0,54632.0,980.0,,56.0,Apartment,2,206,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Downtown Jebel Ali,Alexis Tower,,,Studio,44000.0,44000.0,298.0,,148.0,Apartment,13,1322,New Contract,-,Reportage Real Estate,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City Phase 2,Lavender,,,Studio,40000.0,40000.0,376.0,,106.0,Apartment,2,F225,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Al Nawras Building,,2,78000.0,78000.0,1292.0,,60.0,Apartment,12,1221,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City Phase 2,Residential Building (Land No. 6241062),,,1,57000.0,57000.0,770.0,,74.0,Apartment,2,206,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Naif,,,-,35000.0,35000.0,269.0,,130.0,Office,-,313,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Discovery Gardens,Mogul Cluster,Building 204,,Studio,42000.0,42000.0,484.0,,87.0,Apartment,G,G09,New Contract,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Majan,Al Rabia Tower,,,2,75000.0,75000.0,1190.0,,63.0,Apartment,18,1811,New Contract,-,Dubai Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Business Bay,Tamani Arts Office,,,-,60000.0,60000.0,314.0,,191.0,Office | 3466802,11,1124,Renewal,-,The Developer Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Muteena,,,-,101646.0,110000.0,357.0,,285.0,Retail,-,SHOP-5,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Oud Metha,Hessa Home Building,,3,110000.0,110000.0,,,,Apartment,1,106,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Souq Al Kabeer,Sheikh Hamdan Building,,1,50715.0,50715.0,685.0,,74.0,Apartment,1,A111,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 18,Ghalia Constella,,Studio,60000.0,60000.0,442.0,,136.0,Apartment | 6817798,30,3013,Renewal,-,DAMAC Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 11,Crystal Residence,,Studio,46350.0,46350.0,426.0,,109.0,Apartment | 6816347,1,107,Renewal,-,Myra Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,,,3,91245.0,91245.0,1374.0,,66.0,Apartment,6,601,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais,Beige Building,,,1,54000.0,54000.0,800.0,,68.0,Apartment,2,206,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Badaa,-,,,-,171925.0,171925.0,,139629.0,,Villa,G+1,0,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Marina,Liv Marina Tower,,,1,143228.0,155000.0,825.0,,174.0,Apartment,34,3407,New Contract,-,Liv Developers,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Qube Residence,,2,55722.0,55722.0,1076.0,,52.0,Apartment,8,814,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 16,Rise Residences,,1,63000.0,63000.0,715.0,,88.0,Apartment,7,711,New Contract,-,S&S Developments,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 10,Laya Residences,,1,80000.0,80000.0,1109.0,,72.0,Apartment,G,G20,New Contract,-,Akshara Global Real Estate Development,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Production City,Hassani 21,,,1,44000.0,44000.0,1036.0,,42.0,Apartment,2,204,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Town Square,Warda,Warda 1,,2,80500.0,80500.0,1224.0,,66.0,Apartment,5,505,Renewal,-,Nshama,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Silicon Oasis,Al Nayli Building,,,Studio,40000.0,40000.0,508.0,,79.0,Apartment,2,217,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,,,2,81000.0,81000.0,1050.0,,77.0,Apartment,-,101,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Satwa,-,,,1,45000.0,45000.0,580.0,,78.0,Apartment | 3341856,-,IF00204,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Quoz,Al Quoz 4,,,1,28500.0,28500.0,64.0,,445.0,Apartment,-,Flat 324,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,International City,Russia Cluster,Block V,Building V-08,1,43200.0,43200.0,893.0,,48.0,Apartment,3,307,New Contract,-,Nakheel,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Mirdif,Ghoroob,Building A34,,2,63945.0,63945.0,1234.0,,52.0,Apartment,3,308,Renewal,-,Dubai Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,MNASM 12 Building,,2,62000.0,62000.0,1124.0,,55.0,Apartment | 2310202,9,902,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Rigga,Bayt Al Rigga 01,,Studio,40425.0,40425.0,486.0,,83.0,Apartment,2,217,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Umm Suqeim,Umm Suqeim 1,,,-,300000.0,300000.0,,52291.0,,Villa,G+1,860,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Bur Dubai,Al Raffa,Al Futaim Building,,3,75600.0,75600.0,1651.0,,46.0,Apartment | 3160355,-,103,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,,,1,52000.0,52000.0,825.0,,63.0,Apartment,-,207,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 15,The Haven Garden,,2,130000.0,130000.0,1544.0,,84.0,Apartment,11,1101,New Contract,-,Metrical Developments,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Hor Al Anz,Hor Al Anz East,Dr. Murad Building,1,41730.0,41730.0,,,,Apartment | 1330266,3,351,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Mirdif,-,,,-,70000.0,70000.0,,1100.0,,Villa,G+1,3,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 2,Dubai Residential Oasis,,2,65000.0,65000.0,1646.0,,39.0,Apartment | 2430284,-,007-C-303,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Deira,Al Mamzar,Al Suhail Tower,,2,72000.0,72000.0,1072.0,,67.0,Apartment,13,1308,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Art V,,1,45000.0,45000.0,919.0,,49.0,Apartment,7,FLAT 711,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Business Bay,Waves Tower,,,2,215000.0,215000.0,1433.0,,150.0,Apartment,13,1302,Renewal,-,Kasco Properties,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Mirdif,-,,,3,125000.0,125000.0,2592.0,1981.0,48.0,Villa,G+1,2038,Renewal,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Residence Complex,Windsor Residence,,,Studio,43000.0,43000.0,589.0,,73.0,Apartment,P3,P3-13,New Contract,-,,-,-,,,,,,,,,,,,
20 Apr 2026,Rental Contracts,Dubai Sports City,Najma Towers,Najma Tower B,,2,68355.0,68355.0,1216.0,,56.0,Apartment,18,1804,Renewal,-,Sharjah Cement & Industrial Development Company,-,-,,,,,,,,,,,,
